pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,pca_20,pca_21,pca_22,pca_23
-0.9968664685036877,-1.866385366548794,0.7138151573646562,-2.311457921751846,-1.3180295822080867,-0.002187284544371106,0.5624521366792091,0.17815752980601263,1.1845993221168714,0.015705829307459354,-2.4172503836915995,-1.244491243314718,-0.038129202539948004,0.8888992658518344,0.24566268946543451,2.0140096663218294,-0.10920273622682318,-1.841826017912981,-1.3658813198186515,-0.5242260908522609,-5.140203252483857,6.004951416529436,5.295017347954383,-0.21439341797419356
-2.25974161605833,-2.0455788830258737,2.537331603667303,0.9597355776546743,1.1561763168690717,-0.7428953499828048,-1.10686486036647,0.3318321593517855,1.0007534457845366,-0.6449851168675074,0.37465606324570677,-2.5925545002923287,-0.4766467182253241,1.3842439238648976,1.7009578558825091,0.806302766275747,0.9980251913503879,-2.328880497002122,0.36530155807875925,0.37711160431435725,-4.777378730931075,5.721295978157478,4.819797064355384,-2.3029823554678943
4.31254284899586,-1.2127590637250023,-0.7315747053059212,-1.2209803769798062,-1.4009009713863847,-1.376490045636541,-1.2335231193250138,0.5602062126800746,-0.3792185257191686,2.3381193570105374,-0.1671567716852956,0.06734762287527729,-0.7011809525221471,1.2190133709329016,0.7868080395539911,0.9117699166762279,0.1863564082131102,-1.0897978296900015,0.7624602812152118,0.09779831095254338,-5.309738892558434,6.2600558219551825,3.6785533526652983,-1.8653399685006316
3.0426315944107554,-0.7218238997007316,0.0912329249441616,2.7197458511863553,2.216856483900778,-1.9742623645903898,-1.1323844120521465,0.42355827932451773,-0.8826590987758234,-1.3753440472806198,0.10697598721862066,-1.4557314997033124,1.4011872901584743,-0.5490787979018457,-1.1770562651591525,1.1077606030670977,0.7937107188615804,0.9419691014094177,0.1400048368468291,-0.11581347141693857,-5.299973442834089,5.547811893368838,4.350428961112152,0.0103749393756364
0.954916638689772,-0.6697655738257245,0.7289347391817129,-1.6497177214025878,-1.1938141242490967,-0.780790579157304,2.645315596701744,0.793646078638259,0.5992868771074992,2.717013985019155,-0.5965283145651636,-2.4636535877169106,-0.39414785666384783,1.3167090573522826,1.241940266860556,2.050488813504305,0.25849047826912214,0.06558718211312416,-1.9328984529199917,-0.08893916475127031,-4.784398304395677,5.370081690840875,4.115287014180353,-0.5440997579063526
-4.282853657227152,1.307353668980441,-2.154566466131744,-1.9622452726452122,-0.7523247309596617,-1.5794774207506113,0.19695588490586802,0.526313154730616,-2.4958071781417974,0.3462594716269962,-2.6429220483663025,-0.38653297601871817,0.5273269183410683,2.6751407038211394,-0.09670225375664655,1.5692131698440153,-1.3686100111122146,-1.092658447813576,1.1185733875733521,0.45182498330420856,-4.84848810411605,5.638150369119302,2.9564950972735264,-2.094038560131855
-2.6427215676066163,1.6237445236531245,-1.7421033828675299,-1.5355967645438666,-0.911955555172002,-1.3066002057299304,1.0555531422811046,0.43920626845054256,-0.8519676203011164,0.7828854190024515,0.8666909134904853,-1.2607673210448098,0.2904529063091851,-0.13689278368971994,1.4832322425715116,-1.6224999137764984,-1.7115977542788061,-1.9929000218933313,0.5507828848552107,-0.18537202697112695,-5.1002445186400145,5.3996809812929385,2.7564310642810614,1.022050554658063
0.6278282058497783,0.04932552416659708,-0.12041286514238148,-1.69399539618125,3.673820674583652,2.6050135330133646,-0.9921716355190632,0.33955645567918313,1.0776495586101744,-2.2777704188240113,1.1971164473924667,-1.1119893960088976,-0.433114471044382,0.4272853876204222,-1.0365848705969023,0.6750676976863816,-0.9763547339112945,0.7838896780094357,-0.5487357135425153,0.27657000463331427,-4.379596995995101,4.862525752276127,3.991162479294248,-0.5546966945338192
-3.3783337653350793,-2.1618901234887975,2.1081766372768396,-1.7644420120527005,1.258689640792955,-1.0678326208402507,-0.79878349632865,0.24216765466158072,-1.4296952610676321,-0.561491886915122,0.705522159823832,-1.4440236198788776,-0.007933210807095279,1.3218695808985315,1.6165025989708497,-1.3516108182046278,-1.9964409889138715,-2.6173670745667796,0.25988732779129337,0.003725414199824857,-3.9659635792666044,4.625002436065577,3.7042860436693044,-0.005719645249760756
-3.2390982859754884,-1.7651454768005594,1.3884990018268533,3.015011087026978,-2.0410485851390168,-0.06422523298289086,1.5751607259173896,0.01728461198548959,-1.3505266742039481,0.429088413247639,-0.6020573550752495,-1.3454540485923483,-0.07706818251451582,1.0948981555836228,0.9095894346105261,-1.2861611338985133,0.04425650092202747,0.1093905202266768,-0.09670473378785831,0.2127697756080372,-4.385619329687806,4.842779135898154,2.9347631615147276,0.08959083870473815
0.5269845992777143,5.546293773736128,0.7806616405712129,-1.9747985167178441,-0.9367304495921114,-1.143099109373507,1.2064542973172832,1.0217914963831127,1.0552897630035956,0.9944805049218451,-0.35488699621707376,-2.7362056844489206,0.5976610492559571,0.27040601064741215,-0.17017262971233324,1.7763736849591003,0.23703881759784212,-1.812619536926085,-0.6369928711671544,-0.4627016726724301,-3.6221962261369627,4.285979332152604,4.011968927354239,-1.5677485963723103
-0.4710872269284439,0.7607996958467439,-2.4405685192110456,1.3830689420388635,-0.704418305660451,-1.008057367516636,0.7509255017885477,0.7364768977680166,1.4536754534553538,0.7824957574461838,0.7818209493509771,-1.9415426276790713,0.8364267105510613,0.19954420323222455,1.6499872596043872,1.8848859653447132,0.2648928387012395,-1.141962724957543,-0.43637502247618964,0.28681101724157565,-3.8484842564713513,4.395821133548147,4.171131726915229,0.3389949808524338
0.6394363332867471,-1.3845704632730724,1.3423473426638055,1.5841404113832966,-1.340123163547996,-0.5580121639604267,0.5601651895293571,0.03604343168003411,2.070515695062493,-0.12116575568790429,-1.6116279830464206,-0.1355193304903518,0.32897889183460355,0.4910955571046483,1.0069272890462264,0.016477152316536625,0.7050682395419304,-0.8689635176316628,-0.35047012184514675,0.12324076687024939,-4.250073598806764,4.7936752948360715,3.051951144688988,0.47092051287994147
